"gene","cell","garp_score","p_value"
"BAX","PaTu_8988S","-0.1485206","0.217"
"BAX","PaTu_8988T","-0.05619517","0.787"
"BAX","Panc 02.03","-0.1092193","0.909"
"BAX","Panc 03.27","-0.07648068","0.629"
"BAX","Panc 04.03","-0.147769","0.598"
"BAX","Panc 05.04","-0.189714","0.737"
"BAX","Panc 08.13","-0.03144434","0.868"
"BAX","Panc 10.05","-0.06641179","0.738"
"BAX","RWP-1","-0.01324515","0.856"
"BAX","SK-PC-1","-0.11154","0.611"
"BAX","SK-PC-3","-0.3688704","0.515"
"BAX","SU.86.86","-0.02274175","0.757"
"BAX","SW1990","-0.2041709","0.391"
"BBC3","BT-20","-0.2391818","0.443"
"BBC3","BT-474","-0.0592318","0.86"
"BBC3","BT-549","-0.3117642","0.423"
"BBC3","CAL-51","-0.2040204","0.247"
"BBC3","CAMA-1","-0.1960898","0.708"
"BBC3","EFM-19","-0.2142049","0.268"
"BBC3","HCC1143","-0.5405464","0.262"
"BBC3","HCC1187","-0.523447","0.137"
"BBC3","HCC1395","-0.1938418","0.669"
"BBC3","HCC1419","-0.07668719","0.807"
"BBC3","HCC1428","-0.2484763","0.701"
"BBC3","HCC1500","-0.224802","0.391"
"BBC3","HCC1806","-0.5660932","0.316"
"BBC3","HCC1937","-0.2633254","0.24"
"BBC3","HCC1954","-0.3897608","0.101"
"BBC3","HCC38","-0.2329904","0.526"
"BBC3","Hs 578T","-0.0182666","0.815"
"BBC3","KPL-1","-0.07893841","0.587"
"BBC3","MCF7","-0.03031976","0.679"
"BBC3","MDA-MB-157","-0.1557511","0.511"
"BBC3","MDA-MB-231","-0.3147083","0.27"
"BBC3","MDA-MB-361","-0.2786939","0.335"
"BBC3","MDA-MB-436","-0.4840058","0.161"
"BBC3","MDA-MB-453","-0.05612459","0.31"
"BBC3","MDA-MB-468","-0.2584443","0.177"
"BBC3","SK-BR-3","-0.2226131","0.628"
"BBC3","SW527","-0.2740457","0.116"
"BBC3","T-47D","-0.3103684","0.323"
"BBC3","ZR-75-1","-0.3266451","0.358"
"BBC3","609050M","-0.340616","0.179"
"BBC3","A2780","-0.007136336","0.723"
"BBC3","A2780_CIS","-0.02916787","0.775"
"BBC3","MM_OVCAR432_Bast_1","-0.8558558","0.247"
"BBC3","OV-1946","-0.3676177","0.603"
"BBC3","OV-90","-0.07965314","0.727"
"BBC3","OVCA1369_TR","-2.260447","0.132"
"BBC3","OVCA433_Bast","-0.3564272","0.787"
"BBC3","OVCA5","-0.2442202","0.314"
"BBC3","OVCA8","-0.2666408","0.421"
"BBC3","OVCAR-3","-0.4459189","0.482"
"BBC3","SK-OV-3","-0.1415546","0.244"
"BBC3","TOV-1946","-0.2814556","0.625"
"BBC3","TOV-2223G","-0.1257588","0.566"
"BBC3","TOV-3133G","-0.1904307","0.291"
"BBC3","AsPC-1","-0.1351558","0.503"
"BBC3","BxPC-3","-0.2034327","0.594"
"BBC3","CFPAC-1","-0.1953582","0.081"
"BBC3","Capan-2","-0.08633467","0.435"
"BBC3","HPAC","-0.1963808","0.09"
"BBC3","HPAF-II","-0.1551018","0.517"
"BBC3","HPDE","-1.956602","0.475"
"BBC3","Hs 766T","-0.6781113","0.512"
"BBC3","IMIM-PC-1","-0.1194107","0.481"
"BBC3","IMIM-PC-2","-0.05197188","0.664"
"BBC3","KP-3","-0.0554014","0.869"
"BBC3","KP-4","-0.2116007","0.069"
"BBC3","MIA PaCa-2","-0.007528908","0.947"
"BBC3","PANC-1","-0.1075543","0.524"
"BBC3","PL45","-0.198867","0.458"
"BBC3","PaTu_8988S","-0.131593","0.265"
"BBC3","PaTu_8988T","-0.2041284","0.144"
"BBC3","Panc 02.03","-0.1386482","0.839"
"BBC3","Panc 03.27","-0.05579529","0.724"
"BBC3","Panc 04.03","-0.1511784","0.586"
"BBC3","Panc 05.04","-0.1305956","0.87"
"BBC3","Panc 08.13","-0.1327622","0.415"
"BBC3","Panc 10.05","-0.3094603","0.125"
"BBC3","RWP-1","0.01674863","0.934"
"BBC3","SK-PC-1","-0.1592798","0.432"
"BBC3","SK-PC-3","-0.352661","0.545"
"BBC3","SU.86.86","-0.143629","0.294"
"BBC3","SW1990","-0.2899606","0.162"
"BCL2","BT-20","-0.3709178","0.221"
"BCL2","BT-474","-0.1728825","0.521"
"BCL2","BT-549","-0.4528977","0.229"
"BCL2","CAL-51","-0.2359221","0.171"
"BCL2","CAMA-1","-0.4194722","0.269"
"BCL2","EFM-19","-0.07248884","0.707"
"BCL2","HCC1143","-0.9659401","0.034"
"BCL2","HCC1187","-0.3424942","0.354"
"BCL2","HCC1395","-0.5785193","0.104"
"BCL2","HCC1419","-0.07757618","0.805"
"BCL2","HCC1428","-0.7779631","0.204"
"BCL2","HCC1500","-1.151944","0"
"BCL2","HCC1806","-0.4909276","0.41"
"BCL2","HCC1937","-0.1810389","0.386"
"BCL2","HCC1954","-0.2855147","0.213"
"BCL2","HCC38","-0.4689042","0.159"
"BCL2","Hs 578T","-0.06075269","0.571"
"BCL2","KPL-1","-0.1589854","0.179"
"BCL2","MCF7","-0.05586633","0.498"
"BCL2","MDA-MB-157","-0.22034","0.334"
"BCL2","MDA-MB-231","-0.2080839","0.455"
"BCL2","MDA-MB-361","-0.5213885","0.079"
"BCL2","MDA-MB-436","-0.2696936","0.46"
"BCL2","MDA-MB-453","-0.01497148","0.553"
"BCL2","MDA-MB-468","-0.2446293","0.197"
"BCL2","SK-BR-3","-0.3959637","0.335"
"BCL2","SW527","-0.198384","0.285"
"BCL2","T-47D","-0.5372081","0.065"
"BCL2","ZR-75-1","-0.4921964","0.147"
"BCL2","609050M","-0.216647","0.398"
"BCL2","A2780","-0.1596866","0.209"
"BCL2","A2780_CIS","-0.1431779","0.337"
"BCL2","MM_OVCAR432_Bast_1","-1.125924","0.107"
"BCL2","OV-1946","-0.6655602","0.227"
"BCL2","OV-90","-0.2848215","0.219"
"BCL2","OVCA1369_TR","-1.605977","0.272"
"BCL2","OVCA433_Bast","-0.7773652","0.341"
"BCL2","OVCA5","-0.204741","0.395"
"BCL2","OVCA8","-0.6262698","0.036"
"BCL2","OVCAR-3","-0.7827902","0.233"
"BCL2","SK-OV-3","-0.05616791","0.585"
"BCL2","TOV-1946","-0.4617729","0.335"
"BCL2","TOV-2223G","-0.09629107","0.627"
"BCL2","TOV-3133G","-0.2426142","0.199"
"BCL2","AsPC-1","-0.2057655","0.291"
"BCL2","BxPC-3","-0.4380624","0.2"
"BCL2","CFPAC-1","-0.09591421","0.394"
"BCL2","Capan-2","-0.2063945","0.135"
"BCL2","HPAC","-0.128198","0.244"
"BCL2","HPAF-II","-0.4009391","0.072"
"BCL2","HPDE","-3.96065","0.121"
"BCL2","Hs 766T","-0.6533182","0.547"
"BCL2","IMIM-PC-1","-0.137788","0.377"
"BCL2","IMIM-PC-2","-0.2295913","0.069"
"BCL2","KP-3","-0.2221468","0.35"
"BCL2","KP-4","-0.1611841","0.167"
"BCL2","MIA PaCa-2","-0.1193947","0.273"
"BCL2","PANC-1","-0.1769304","0.276"
"BCL2","PL45","-0.3286568","0.158"
"BCL2","PaTu_8988S","-0.01696119","0.856"
"BCL2","PaTu_8988T","-0.1990702","0.153"
"BCL2","Panc 02.03","-0.2732131","0.394"
"BCL2","Panc 03.27","-0.1749452","0.25"
"BCL2","Panc 04.03","-0.2776772","0.219"
"BCL2","Panc 05.04","-0.4373558","0.199"
"BCL2","Panc 08.13","-0.1717038","0.273"
"BCL2","Panc 10.05","-0.5290829","0.012"
"BCL2","RWP-1","-0.2483621","0.24"
"BCL2","SK-PC-1","-0.2883929","0.119"
"BCL2","SK-PC-3","-0.5222167","0.292"
"BCL2","SU.86.86","-0.2317725","0.107"
"BCL2","SW1990","-0.1517324","0.565"
"BCL2A1","BT-20","-0.2229084","0.475"
"BCL2A1","BT-474","-0.3442664","0.214"
"BCL2A1","BT-549","-0.425727","0.263"
"BCL2A1","CAL-51","-0.1301571","0.548"
"BCL2A1","CAMA-1","-0.1594548","0.788"
"BCL2A1","EFM-19","-0.3099751","0.106"
"BCL2A1","HCC1143","-0.2242639","0.692"
"BCL2A1","HCC1187","-0.3377332","0.36"
"BCL2A1","HCC1395","-0.1903937","0.673"
"BCL2A1","HCC1419","-0.08195018","0.796"
"BCL2A1","HCC1428","-0.9110696","0.149"
"BCL2A1","HCC1500","-0.2324597","0.372"
"BCL2A1","HCC1806","-0.4021544","0.537"
"BCL2A1","HCC1937","-0.097899","0.584"
"BCL2A1","HCC1954","-0.1498143","0.498"
"BCL2A1","HCC38","-0.3780605","0.246"
"BCL2A1","Hs 578T","-0.0434213","0.681"
"BCL2A1","KPL-1","-0.1363296","0.246"
"BCL2A1","MCF7","-0.08022453","0.355"
"BCL2A1","MDA-MB-157","-0.1968903","0.392"
"BCL2A1","MDA-MB-231","-0.2826491","0.321"
"BCL2A1","MDA-MB-361","-0.3733385","0.179"
"BCL2A1","MDA-MB-436","-0.4379967","0.205"
"BCL2A1","MDA-MB-453","-0.0633039","0.291"
"BCL2A1","MDA-MB-468","-0.07489887","0.624"
"BCL2A1","SK-BR-3","-0.4670322","0.247"
"BCL2A1","SW527","-0.1229496","0.497"
"BCL2A1","T-47D","-0.3256694","0.293"
"BCL2A1","ZR-75-1","-0.353747","0.317"
"BCL2A1","609050M","-0.22625","0.377"
"BCL2A1","A2780","-0.1323094","0.261"
"BCL2A1","A2780_CIS","-0.1250695","0.383"
"BCL2A1","MM_OVCAR432_Bast_1","-0.5439957","0.552"
"BCL2A1","OV-1946","-0.275922","0.752"
"BCL2A1","OV-90","-0.2684248","0.242"
"BCL2A1","OVCA1369_TR","-0.879803","0.521"
"BCL2A1","OVCA433_Bast","-0.5681667","0.55"
"BCL2A1","OVCA5","-0.1413994","0.572"
"BCL2A1","OVCA8","-0.2117195","0.537"
"BCL2A1","OVCAR-3","-0.4509152","0.478"
"BCL2A1","SK-OV-3","-0.03166252","0.728"
"BCL2A1","TOV-1946","-0.3278162","0.537"
"BCL2A1","TOV-2223G","-0.4978144","0.12"
"BCL2A1","TOV-3133G","-0.1951742","0.279"
"BCL2A1","AsPC-1","-0.09129276","0.681"
"BCL2A1","BxPC-3","-0.1719088","0.68"
"BCL2A1","CFPAC-1","-0.06874455","0.547"
"BCL2A1","Capan-2","-0.1045603","0.37"
"BCL2A1","HPAC","-0.08884414","0.412"
"BCL2A1","HPAF-II","-0.1762214","0.456"
"BCL2A1","HPDE","-2.089854","0.443"
"BCL2A1","Hs 766T","-0.8688365","0.275"
"BCL2A1","IMIM-PC-1","-0.264297","0.095"
"BCL2A1","IMIM-PC-2","-0.05785143","0.618"
"BCL2A1","KP-3","-0.2211553","0.357"
"BCL2A1","KP-4","-0.03922962","0.78"
"BCL2A1","MIA PaCa-2","-0.09933347","0.387"
"BCL2A1","PANC-1","-0.1494357","0.359"
"BCL2A1","PL45","-0.2156062","0.408"
"BCL2A1","PaTu_8988S","-0.1384283","0.242"
"BCL2A1","PaTu_8988T","-0.1612998","0.235"
"BCL2A1","Panc 02.03","-0.2270337","0.511"
"BCL2A1","Panc 03.27","-0.1051515","0.507"
"BCL2A1","Panc 04.03","-0.08793926","0.816"
"BCL2A1","Panc 05.04","-0.3565091","0.331"
"BCL2A1","Panc 08.13","-0.1174446","0.475"
"BCL2A1","Panc 10.05","-0.1673505","0.394"
"BCL2A1","RWP-1","-0.09620315","0.593"
"BCL2A1","SK-PC-1","-0.2652275","0.157"
"BCL2A1","SK-PC-3","-0.3052418","0.645"
"BCL2A1","SU.86.86","-0.07686199","0.511"
"BCL2A1","SW1990","-0.1384304","0.605"
"BCL2L1","BT-20","-0.5369675","0.077"
"BCL2L1","BT-474","-0.2413568","0.381"
"BCL2L1","BT-549","-0.3310302","0.396"
"BCL2L1","CAL-51","-0.1574342","0.418"
"BCL2L1","CAMA-1","-0.3830327","0.316"
"BCL2L1","EFM-19","-0.2898142","0.134"
"BCL2L1","HCC1143","-1.829352","0"
"BCL2L1","HCC1187","-0.2427612","0.554"
"BCL2L1","HCC1395","-0.1703675","0.715"
"BCL2L1","HCC1419","-0.1342868","0.621"
"BCL2L1","HCC1428","-0.3875707","0.524"
"BCL2L1","HCC1500","-0.2302053","0.374"
"BCL2L1","HCC1806","-0.9327776","0.056"
"BCL2L1","HCC1937","-1.162531","0"
"BCL2L1","HCC1954","-0.239106","0.289"
"BCL2L1","HCC38","-1.572645","0"
"BCL2L1","Hs 578T","-0.1051531","0.347"
"BCL2L1","KPL-1","-0.09108666","0.484"
"BCL2L1","MCF7","-0.11405","0.211"
"BCL2L1","MDA-MB-157","-0.07799134","0.766"
"BCL2L1","MDA-MB-231","-1.774842","0"
"BCL2L1","MDA-MB-361","-0.6494843","0.038"
"BCL2L1","MDA-MB-436","-0.1756839","0.715"
"BCL2L1","MDA-MB-453","-0.02146607","0.506"
"BCL2L1","MDA-MB-468","-0.1835568","0.293"
"BCL2L1","SK-BR-3","-0.3699423","0.374"
"BCL2L1","SW527","-0.4363625","0.03"
"BCL2L1","T-47D","-0.1561524","0.68"
"BCL2L1","ZR-75-1","-0.1623183","0.731"
"BCL2L1","609050M","-0.2851515","0.264"
"BCL2L1","A2780","0.01344953","0.812"
"BCL2L1","A2780_CIS","-0.055423","0.657"
"BCL2L1","MM_OVCAR432_Bast_1","-1.123896","0.109"
"BCL2L1","OV-1946","-0.4055671","0.545"
"BCL2L1","OV-90","-0.294713","0.198"
"BCL2L1","OVCA1369_TR","-3.384562","0.041"
"BCL2L1","OVCA433_Bast","-0.3778544","0.76"
"BCL2L1","OVCA5","-0.8587175","0.007"
"BCL2L1","OVCA8","-0.2493835","0.46"
"BCL2L1","OVCAR-3","-0.1794179","0.789"
"BCL2L1","SK-OV-3","-0.2234127","0.11"
"BCL2L1","TOV-1946","-0.3800539","0.453"
"BCL2L1","TOV-2223G","0.07337684","0.982"
"BCL2L1","TOV-3133G","-0.14831","0.385"
"BCL2L1","AsPC-1","-0.7136102","0.002"
"BCL2L1","BxPC-3","-0.4191156","0.226"
"BCL2L1","CFPAC-1","-0.1101614","0.31"
"BCL2L1","Capan-2","-0.2293195","0.11"
"BCL2L1","HPAC","-0.1446473","0.192"
"BCL2L1","HPAF-II","-1.073529","0"
"BCL2L1","HPDE","-3.492228","0.173"
"BCL2L1","Hs 766T","-1.170944","0.061"
"BCL2L1","IMIM-PC-1","-0.3308292","0.042"
"BCL2L1","IMIM-PC-2","-0.07368244","0.508"
"BCL2L1","KP-3","-0.1074866","0.703"
"BCL2L1","KP-4","-0.04416261","0.748"
"BCL2L1","MIA PaCa-2","-0.06098136","0.61"
"BCL2L1","PANC-1","-0.0763509","0.705"
"BCL2L1","PL45","-0.387268","0.068"
"BCL2L1","PaTu_8988S","-0.1234756","0.292"
"BCL2L1","PaTu_8988T","-0.09281229","0.531"
"BCL2L1","Panc 02.03","-0.2587111","0.432"
"BCL2L1","Panc 03.27","-0.7918293","0.005"
"BCL2L1","Panc 04.03","-0.1176958","0.715"
"BCL2L1","Panc 05.04","-0.1607482","0.797"
"BCL2L1","Panc 08.13","-0.07059488","0.696"
"BCL2L1","Panc 10.05","-0.2802029","0.155"
"BCL2L1","RWP-1","-0.6210572","0.017"
"BCL2L1","SK-PC-1","-0.5307327","0.001"
"BCL2L1","SK-PC-3","-1.278609","0"
"BCL2L1","SU.86.86","-0.1742119","0.211"
"BCL2L1","SW1990","-0.2969028","0.151"
"BCL2L10","BT-20","-0.158626","0.609"
"BCL2L10","BT-474","-0.01672041","0.962"
"BCL2L10","BT-549","-0.3544908","0.361"
"BCL2L10","CAL-51","-0.1849975","0.299"
"BCL2L10","CAMA-1","-0.326788","0.414"
"BCL2L10","EFM-19","-0.2737295","0.158"
"BCL2L10","HCC1143","-0.1504865","0.804"
"BCL2L10","HCC1187","-0.4982541","0.162"
"BCL2L10","HCC1395","0.0007484083","0.985"
"BCL2L10","HCC1419","-0.2888183","0.241"
"BCL2L10","HCC1428","-0.3780599","0.539"
"BCL2L10","HCC1500","-0.1163677","0.691"
"BCL2L10","HCC1806","-0.3752904","0.584"
"BCL2L10","HCC1937","-0.6466589","0.014"
"BCL2L10","HCC1954","-0.06351424","0.814"
"BCL2L10","HCC38","-0.08676375","0.851"
"BCL2L10","Hs 578T","0.01766188","0.951"
"BCL2L10","KPL-1","-0.0186691","0.969"
"BCL2L10","MCF7","-0.05821872","0.482"
"BCL2L10","MDA-MB-157","-0.1454166","0.545"
"BCL2L10","MDA-MB-231","0.05987272","0.979"
"BCL2L10","MDA-MB-361","-0.362542","0.188"
"BCL2L10","MDA-MB-436","-0.4330533","0.213"
"BCL2L10","MDA-MB-453","-0.1074307","0.179"
"BCL2L10","MDA-MB-468","-0.186912","0.287"
"BCL2L10","SK-BR-3","-0.09311279","0.876"
"BCL2L10","SW527","-0.18348","0.331"
"BCL2L10","T-47D","-0.1770587","0.615"
"BCL2L10","ZR-75-1","-0.1316539","0.804"
"BCL2L10","609050M","-0.1073131","0.735"
"BCL2L10","A2780","0.04423322","0.92"
"BCL2L10","A2780_CIS","-0.01427744","0.835"
"BCL2L10","MM_OVCAR432_Bast_1","-1.231185","0.068"
"BCL2L10","OV-1946","-0.1655802","0.912"
"BCL2L10","OV-90","-0.2199522","0.33"
"BCL2L10","OVCA1369_TR","-2.831963","0.075"
"BCL2L10","OVCA433_Bast","-0.1042701","0.973"
"BCL2L10","OVCA5","-0.1759365","0.463"
"BCL2L10","OVCA8","-0.1640425","0.636"
"BCL2L10","OVCAR-3","-0.08966447","0.888"
"BCL2L10","SK-OV-3","-0.2269794","0.11"
"BCL2L10","TOV-1946","-0.314242","0.562"
"BCL2L10","TOV-2223G","0.01108789","0.889"
"BCL2L10","TOV-3133G","-0.206092","0.257"
"BCL2L10","AsPC-1","-0.1182645","0.57"
"BCL2L10","BxPC-3","-0.1866659","0.635"
"BCL2L10","CFPAC-1","-0.1436755","0.196"
"BCL2L10","Capan-2","-0.02630206","0.777"
"BCL2L10","HPAC","-0.07789534","0.485"
"BCL2L10","HPAF-II","-0.009845326","0.988"
"BCL2L10","HPDE","0.5447591","0.993"
"BCL2L10","Hs 766T","-0.5905497","0.618"
"BCL2L10","IMIM-PC-1","-0.02140792","0.993"
"BCL2L10","IMIM-PC-2","-0.09113347","0.417"
"BCL2L10","KP-3","-0.1540842","0.532"
"BCL2L10","KP-4","-0.0865503","0.471"
"BCL2L10","MIA PaCa-2","0.01376054","0.997"
"BCL2L10","PANC-1","-0.02144451","0.966"
"BCL2L10","PL45","-0.06162267","0.898"
"BCL2L10","PaTu_8988S","-0.02830086","0.791"
"BCL2L10","PaTu_8988T","-0.0146041","0.991"
"BCL2L10","Panc 02.03","-0.07039452","0.974"
"BCL2L10","Panc 03.27","-0.06090558","0.708"
"BCL2L10","Panc 04.03","-0.1453448","0.607"
"BCL2L10","Panc 05.04","-0.08526225","0.951"
"BCL2L10","Panc 08.13","-0.1026759","0.541"
"BCL2L10","Panc 10.05","-0.04092972","0.818"
"BCL2L10","RWP-1","0.07340597","0.997"
"BCL2L10","SK-PC-1","-0.03643384","0.938"
"BCL2L10","SK-PC-3","-0.1089451","0.97"
"BCL2L10","SU.86.86","-0.001717009","0.841"
"BCL2L10","SW1990","-0.2993785","0.151"
"BCL2L11","BT-20","-0.05741392","0.865"
"BCL2L11","BT-474","-0.1124387","0.699"
"BCL2L11","BT-549","-0.3008342","0.447"
"BCL2L11","CAL-51","-0.1537606","0.435"
"BCL2L11","CAMA-1","-0.08990093","0.945"
"BCL2L11","EFM-19","-0.1531472","0.428"
"BCL2L11","HCC1143","-0.06482299","0.902"
"BCL2L11","HCC1187","-0.2434401","0.55"
"BCL2L11","HCC1395","-0.08651127","0.896"
"BCL2L11","HCC1419","-0.04265413","0.93"
"BCL2L11","HCC1428","-0.04701155","0.946"
"BCL2L11","HCC1500","-0.08425124","0.79"
"BCL2L11","HCC1806","-0.4442373","0.477"
"BCL2L11","HCC1937","-0.03967454","0.768"
"BCL2L11","HCC1954","-0.1130692","0.619"
"BCL2L11","HCC38","-0.132099","0.758"
"BCL2L11","Hs 578T","-0.04019905","0.7"
"BCL2L11","KPL-1","-0.0518847","0.819"
"BCL2L11","MCF7","-0.05236252","0.53"
"BCL2L11","MDA-MB-157","-0.03450168","0.906"
"BCL2L11","MDA-MB-231","0.02582559","0.943"
"BCL2L11","MDA-MB-361","0.02026027","0.983"
"BCL2L11","MDA-MB-436","-0.3466626","0.321"
"BCL2L11","MDA-MB-453","-0.05404478","0.316"
"BCL2L11","MDA-MB-468","-0.0263395","0.849"
"BCL2L11","SK-BR-3","-0.05080066","0.937"
"BCL2L11","SW527","-0.1328764","0.469"
"BCL2L11","T-47D","-0.1336438","0.757"
"BCL2L11","ZR-75-1","-0.1761921","0.684"
"BCL2L11","609050M","-0.1036426","0.747"
"BCL2L11","A2780","0.05083025","0.94"
"BCL2L11","A2780_CIS","-0.03157374","0.769"
"BCL2L11","MM_OVCAR432_Bast_1","-0.5472235","0.549"
"BCL2L11","OV-1946","-0.03592143","0.999"
"BCL2L11","OV-90","-0.02612905","0.906"
"BCL2L11","OVCA1369_TR","-1.231911","0.398"
"BCL2L11","OVCA433_Bast","-0.5955526","0.525"
"BCL2L11","OVCA5","-0.01922559","0.959"
"BCL2L11","OVCA8","-0.1067278","0.773"
"BCL2L11","OVCAR-3","0.008393011","0.975"
"BCL2L11","SK-OV-3","-0.07667499","0.483"
"BCL2L11","TOV-1946","-0.05505812","0.954"
"BCL2L11","TOV-2223G","0.1414939","0.998"
"BCL2L11","TOV-3133G","-0.2039316","0.263"
"BCL2L11","AsPC-1","0.04931315","1"
"BCL2L11","BxPC-3","-0.3140041","0.395"
"BCL2L11","CFPAC-1","-0.1125251","0.304"
"BCL2L11","Capan-2","-0.07720671","0.479"
"BCL2L11","HPAC","-0.0045885","0.947"
"BCL2L11","HPAF-II","-0.03616821","0.933"
"BCL2L11","HPDE","-0.7102968","0.825"
"BCL2L11","Hs 766T","-0.4033527","0.847"
"BCL2L11","IMIM-PC-1","-0.03230508","0.98"
"BCL2L11","IMIM-PC-2","-0.05223133","0.664"
"BCL2L11","KP-3","-0.04737039","0.892"
"BCL2L11","KP-4","-0.01499858","0.927"
"BCL2L11","MIA PaCa-2","-0.02172797","0.879"
"BCL2L11","PANC-1","-0.06927945","0.752"
"BCL2L11","PL45","0.01445191","1"
"BCL2L11","PaTu_8988S","-0.02235745","0.836"
"BCL2L11","PaTu_8988T","-0.06891204","0.701"
"BCL2L11","Panc 02.03","-0.1736599","0.715"
"BCL2L11","Panc 03.27","-0.1064453","0.501"
"BCL2L11","Panc 04.03","-0.04905901","0.908"
"BCL2L11","Panc 05.04","-0.1293823","0.874"
"BCL2L11","Panc 08.13","-0.04458668","0.817"
"BCL2L11","Panc 10.05","-0.05142931","0.777"
"BCL2L11","RWP-1","0.07287301","0.997"
"BCL2L11","SK-PC-1","-0.03639085","0.938"
"BCL2L11","SK-PC-3","-0.1922192","0.871"
"BCL2L11","SU.86.86","0.02514696","0.947"
"BCL2L11","SW1990","-0.2406246","0.269"
"BCL2L12","BT-20","-0.2820198","0.346"
"BCL2L12","BT-474","-0.1805997","0.503"
"BCL2L12","BT-549","-0.3114532","0.423"
"BCL2L12","CAL-51","-0.1879612","0.289"
"BCL2L12","CAMA-1","-0.2944267","0.477"
"BCL2L12","EFM-19","-0.03925151","0.834"
"BCL2L12","HCC1143","-0.5979012","0.208"
"BCL2L12","HCC1187","-0.1479882","0.765"
"BCL2L12","HCC1395","-0.2126103","0.621"
"BCL2L12","HCC1419","-0.2558877","0.294"
"BCL2L12","HCC1428","-0.2392738","0.714"
"BCL2L12","HCC1500","-0.119763","0.681"
"BCL2L12","HCC1806","-0.004520867","0.987"
"BCL2L12","HCC1937","-0.1249385","0.508"
"BCL2L12","HCC1954","-0.1557792","0.484"
"BCL2L12","HCC38","-0.2674825","0.443"
"BCL2L12","Hs 578T","-0.05360453","0.615"
"BCL2L12","KPL-1","-0.09683726","0.437"
"BCL2L12","MCF7","-0.05236424","0.53"
"BCL2L12","MDA-MB-157","-0.04997789","0.859"
"BCL2L12","MDA-MB-231","-0.07460926","0.752"
"BCL2L12","MDA-MB-361","-0.1273212","0.674"
"BCL2L12","MDA-MB-436","-0.1744773","0.721"
"BCL2L12","MDA-MB-453","-0.02877302","0.443"
"BCL2L12","MDA-MB-468","-0.1156038","0.466"
"BCL2L12","SK-BR-3","-0.3779766","0.365"
"BCL2L12","SW527","-0.1373178","0.459"
"BCL2L12","T-47D","-0.2043265","0.559"
"BCL2L12","ZR-75-1","-0.1372925","0.792"
"BCL2L12","609050M","-0.2395369","0.349"
"BCL2L12","A2780","-0.01190355","0.707"
"BCL2L12","A2780_CIS","-0.05661686","0.648"
"BCL2L12","MM_OVCAR432_Bast_1","-1.108762","0.114"
"BCL2L12","OV-1946","-1.310092","0.007"
"BCL2L12","OV-90","-0.4676756","0.069"
"BCL2L12","OVCA1369_TR","-0.9419426","0.502"
"BCL2L12","OVCA433_Bast","-0.2765568","0.86"
"BCL2L12","OVCA5","-0.2092812","0.389"
"BCL2L12","OVCA8","-0.4000237","0.217"
"BCL2L12","OVCAR-3","-0.6326652","0.335"
"BCL2L12","SK-OV-3","-0.09300903","0.412"
"BCL2L12","TOV-1946","-0.6110461","0.158"
"BCL2L12","TOV-2223G","-0.03683386","0.771"
"BCL2L12","TOV-3133G","-0.05247713","0.721"
"BCL2L12","AsPC-1","-0.1867655","0.353"
"BCL2L12","BxPC-3","-0.2611621","0.493"
"BCL2L12","CFPAC-1","-0.08999243","0.422"
"BCL2L12","Capan-2","-0.03814159","0.704"
"BCL2L12","HPAC","-0.1469979","0.187"
"BCL2L12","HPAF-II","-0.09520286","0.736"
"BCL2L12","HPDE","-1.248588","0.682"
"BCL2L12","Hs 766T","-0.6119875","0.593"
"BCL2L12","IMIM-PC-1","-0.06801818","0.817"
"BCL2L12","IMIM-PC-2","-0.1296003","0.242"
"BCL2L12","KP-3","-0.09316393","0.757"
"BCL2L12","KP-4","-0.04896761","0.724"
"BCL2L12","MIA PaCa-2","-0.09455311","0.415"
"BCL2L12","PANC-1","-0.1819789","0.264"
"BCL2L12","PL45","-0.2729125","0.263"
"BCL2L12","PaTu_8988S","-0.05528421","0.611"
"BCL2L12","PaTu_8988T","-0.0723387","0.678"
"BCL2L12","Panc 02.03","-0.3040203","0.333"
"BCL2L12","Panc 03.27","-0.06107354","0.708"
"BCL2L12","Panc 04.03","-0.1615024","0.547"
"BCL2L12","Panc 05.04","-0.08971541","0.944"
"BCL2L12","Panc 08.13","-0.09528016","0.584"
"BCL2L12","Panc 10.05","-0.1629752","0.406"
"BCL2L12","RWP-1","-0.1262251","0.498"
"BCL2L12","SK-PC-1","-0.09968065","0.665"
"BCL2L12","SK-PC-3","-0.5321962","0.278"
"BCL2L12","SU.86.86","-0.03834584","0.677"
"BCL2L12","SW1990","-0.1973284","0.418"
"BCL2L13","BT-20","-0.4263715","0.155"
"BCL2L13","BT-474","-0.3267209","0.239"
"BCL2L13","BT-549","-0.3324409","0.395"
"BCL2L13","CAL-51","-0.1825672","0.303"
"BCL2L13","CAMA-1","-0.5089816","0.162"
"BCL2L13","EFM-19","-0.2684484","0.168"
"BCL2L13","HCC1143","-0.3897702","0.441"
"BCL2L13","HCC1187","-0.4631992","0.192"
"BCL2L13","HCC1395","-0.8076514","0.021"
"BCL2L13","HCC1419","-0.2334103","0.344"
"BCL2L13","HCC1428","-0.6712736","0.276"
"BCL2L13","HCC1500","-0.2110265","0.428"
"BCL2L13","HCC1806","-0.6356449","0.242"
"BCL2L13","HCC1937","-0.06173059","0.702"
"BCL2L13","HCC1954","-0.41653","0.083"
"BCL2L13","HCC38","-0.3317305","0.319"
